-0.013658392	0.035441753	-0.0150897065	-0.009664872	0.08506679	-0.028493546	-0.0667805	-0.004101676	0.004145677	-0.021371156	0.030440548	-0.010863946	-0.05362408	0.10199256	-0.008110386	-0.02848675
-0.09585811	-0.02039961	0.007052355	-0.045257635	0.08583278	-0.089865945	-0.037235048	-0.04969616	-0.005075927	-0.027981041	0.01741711	0.025691707	-0.03604092	0.06786085	0.011459025	-0.03029895
-0.06898041	0.008391169	-0.07289059	-0.053011686	0.086978465	-0.027858058	-0.0972293	-0.10003881	0.048691623	-0.0030922203	-0.019134825	-0.018175852	0.019779215	0.015141395	-0.009784396	0.03383983
-0.03305169	0.03506952	0.021852411	-0.09755757	0.024774335	-0.11841032	-0.037943095	-0.06296909	0.023320194	-0.043094493	0.011088986	-0.022297481	-0.032859772	0.029365571	0.00585246	0.040063974
-0.03681631	0.021001576	0.03492171	-0.048545454	0.10467247	-0.07984432	0.017870102	-0.011636477	0.036356002	-0.012691578	-0.013063664	-0.05764492	-0.03204225	-0.0019036109	-0.010727711	0.040079407
-0.043100476	0.006198761	0.020831337	-0.015907992	0.05614737	-0.04114038	-0.079959095	-0.06833615	-0.017007072	-0.046567634	-0.06674833	0.045014903	-0.06399932	0.019781739	0.027070552	0.050664138
-0.026674509	0.05673316	-0.025841365	-0.00046792594	0.03569356	-0.20778216	-0.039124608	0.0047839284	0.06409283	-0.02565643	0.0021523286	-0.034232404	-0.012784328	0.09619961	0.0052214544	-0.0589025
-0.0734496	0.034254275	0.0074615944	-0.049510077	0.05914912	0.001196889	-0.040079687	-0.057939935	0.050756395	-0.02856591	0.021361968	-0.025932092	-0.06528643	0.11258671	-3.0321724e-05	0.027915116
-0.03827419	-0.021543276	-0.027506597	-0.046636358	-0.043292206	-0.04248179	-0.038928676	-0.091198385	0.052412435	-0.007678065	0.03149779	0.0122831175	-0.08730059	0.0327033	0.014861606	0.042854775
-0.10044557	-0.02209033	-0.08092669	-0.10720393	-0.0030693526	-0.08885675	0.029878905	-0.08806997	0.030849434	-0.060168166	0.0005988852	-0.01599924	-0.013698469	0.03751029	0.010184353	-0.029445581
0.026848467	-0.0036078733	-0.030850595	-0.06000921	0.09525042	-0.09914712	-0.060263887	-0.08352115	-0.07954892	-0.024044096	-0.028691217	-0.0023082064	0.011958597	0.06541657	-0.015040556	0.024632089
-0.090537556	0.09329232	0.01689988	-0.10720379	0.04301604	-0.07657639	-0.08168408	-0.022374813	0.006063464	-0.07106855	0.0024256208	0.037317958	0.022860702	0.12316148	0.012846752	0.0045290967
-0.03301955	0.0005073276	0.007914693	-0.049329508	0.06809039	-0.016235488	-0.065778375	-0.026808143	0.045189876	0.027323928	0.014386624	-0.069088444	-0.015666096	0.0071501816	-0.023820577	0.060699303
-0.06294797	0.006148678	0.015823001	-0.067097865	0.080603264	-0.09204993	0.0122062	0.08398711	0.048481565	0.06221931	0.05052249	0.050029792	0.0016801533	0.10642194	0.03614531	0.05516337
-0.066200964	-0.029829541	-0.03694999	-0.060998715	0.057364456	0.04895582	-0.053909786	-0.08821021	0.053826988	0.012659321	-0.02558619	-0.03702995	-0.034096822	0.011672159	0.036750633	0.053750765
-0.075156316	0.081164986	-0.041574102	-0.008281498	0.034387566	-0.03164355	-0.0718662	-0.061297596	-0.007965133	0.027930403	-0.00520241	0.05211625	0.0016605218	0.07126691	0.023030536	0.059472635
-0.034186166	-0.028838817	0.029002778	0.0076335683	0.060764246	-0.10899048	-0.05580536	-0.05281449	0.052142486	-0.10134946	0.04326874	0.016890641	-0.04928697	0.058781672	-0.028455066	0.023895573
-0.09764215	-0.00817798	0.04129024	-0.02200017	0.103087805	-0.068630725	-0.03798657	-0.06166304	0.037495885	-0.04354716	0.10031554	0.062612705	-0.054641586	0.07478132	-0.0069886544	-0.039240535
0.031535354	0.035205733	0.009837584	-0.08497452	0.097921565	-0.090965584	-0.018086964	-0.08432082	-0.009921416	0.0015797168	-0.0016623752	0.070194036	0.03623593	0.03734231	0.03678858	0.043736544
-0.044737797	-0.04960306	0.07840314	-0.01835888	0.00517191	-0.045518577	-0.04525489	-0.047372427	0.041180428	-0.016294867	0.017092582	-0.030643169	0.032341048	0.07656719	-0.032232046	-0.08271116
-0.033032436	0.026001377	-0.041715577	-0.081169434	-0.01731528	0.027660474	-0.047024913	0.0058025355	0.060064305	0.051932953	0.0010325069	0.03480824	-0.041475926	0.06893979	0.12584086	0.03604973
-0.039045542	-0.020048909	0.0057252604	0.020303732	-0.1068052	-0.009722893	-0.079004444	-0.040208653	-0.019970391	-0.016942441	0.0068458277	0.05522483	-0.087207	0.03601063	-0.018201085	0.06707349
-0.013638105	-0.11108886	-0.04441142	-0.19384784	0.048157826	-0.03229051	0.012040952	-0.0132425055	-0.09408505	-0.14799486	0.058979567	-0.0036473144	0.0054067713	-0.029004924	0.13432385	-0.00471062
-0.039802235	0.07013007	0.04363372	-0.04245605	0.00047049567	-0.027761126	-0.01796205	0.00089022407	-0.09016166	0.022320185	-0.06588577	0.083049685	0.014816203	0.14791305	0.011346191	0.08373584
